geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0003158	endothelium development	http://amigo.geneontology.org/amigo/term/GO:0003158	109	15	3.85318784380918	3.8928805467140988	6.288468211601561e-6	4.859270890783024e-4	94;2246;5138;5175;5764;5802;5906;7122;7498;10411;23462;55273;55897;64102;84913	ENSG00000186642;ENSG00000105426;ENSG00000079337;ENSG00000166823;ENSG00000168874;ENSG00000166292;ENSG00000116473;ENSG00000158125;ENSG00000184113;ENSG00000261371;ENSG00000164683;ENSG00000139567;ENSG00000105894;ENSG00000000005;ENSG00000113578
GO:0050918	positive chemotaxis	http://amigo.geneontology.org/amigo/term/GO:0050918	51	10	1.8028677067364054	5.54671868747499	9.488263490231574e-6	6.385374852313497e-4	284;2247;2252;2277;6288;6289;6291;6376;64221;100528017	ENSG00000138685;ENSG00000154134;ENSG00000165197;ENSG00000006210;ENSG00000134339;ENSG00000173432;ENSG00000255071;ENSG00000154188;ENSG00000140285;ENSG00000148965
GO:0010876	lipid localization	http://amigo.geneontology.org/amigo/term/GO:0010876	269	25	9.509243394354765	2.629020939230711	9.765867421185348e-6	6.385374852313497e-4	32;301;347;857;948;1066;1149;1191;1950;2167;3783;3952;4023;4828;5468;5727;5950;7069;8322;9370;10350;10351;80763;84649;130399	ENSG00000175445;ENSG00000076555;ENSG00000174697;ENSG00000138207;ENSG00000135218;ENSG00000123612;ENSG00000197696;ENSG00000174804;ENSG00000154258;ENSG00000104783;ENSG00000181092;ENSG00000170323;ENSG00000105974;ENSG00000134548;ENSG00000062282;ENSG00000198848;ENSG00000262243;ENSG00000185920;ENSG00000176194;ENSG00000132170;ENSG00000120885;ENSG00000141338;ENSG00000138798;ENSG00000151365;ENSG00000189058;ENSG00000135046
GO:0045926	negative regulation of growth	http://amigo.geneontology.org/amigo/term/GO:0045926	206	21	7.282171521327442	2.88375520110957	1.2556350131753824e-5	7.623498294279107e-4	94;604;948;1031;1410;2273;2719;4133;4499;4501;4881;5468;5727;5802;5950;6422;6586;23111;53335;56920;92304	ENSG00000169418;ENSG00000105426;ENSG00000138207;ENSG00000109846;ENSG00000135218;ENSG00000104332;ENSG00000010319;ENSG00000184347;ENSG00000161055;ENSG00000119866;ENSG00000078018;ENSG00000022267;ENSG00000187193;ENSG00000139567;ENSG00000205364;ENSG00000123080;ENSG00000133104;ENSG00000113916;ENSG00000185920;ENSG00000132170;ENSG00000147257
GO:0021700	developmental maturation	http://amigo.geneontology.org/amigo/term/GO:0021700	209	21	7.388222562900172	2.8423615857826383	1.5675215482069405e-5	8.882622106505995e-4	94;1001;1028;1672;1910;3202;3952;4057;5468;5649;6366;6376;6663;8434;8854;22899;26468;53335;54763;152015;342035	ENSG00000122707;ENSG00000198844;ENSG00000006210;ENSG00000100146;ENSG00000174697;ENSG00000065371;ENSG00000164825;ENSG00000284881;ENSG00000114547;ENSG00000129757;ENSG00000273707;ENSG00000136160;ENSG00000189056;ENSG00000119866;ENSG00000139567;ENSG00000106004;ENSG00000106852;ENSG00000128918;ENSG00000132170;ENSG00000137077;ENSG00000062038;ENSG00000186417;ENSG00000012223
GO:0001667	ameboidal-type cell migration	http://amigo.geneontology.org/amigo/term/GO:0001667	332	28	11.736315267382091	2.385757314974182	1.789979948219056e-5	9.509268474913735e-4	94;284;301;1908;1910;2196;2246;2247;2252;2348;2719;3728;3815;4223;5168;5175;5468;6663;6776;7145;9647;55897;56920;56999;57381;79812;84913;130399	ENSG00000138685;ENSG00000100146;ENSG00000079308;ENSG00000100034;ENSG00000086570;ENSG00000166823;ENSG00000168874;ENSG00000110195;ENSG00000123612;ENSG00000010319;ENSG00000261371;ENSG00000126561;ENSG00000136160;ENSG00000173269;ENSG00000163638;ENSG00000154188;ENSG00000140285;ENSG00000126785;ENSG00000139567;ENSG00000124205;ENSG00000113578;ENSG00000136960;ENSG00000173801;ENSG00000132170;ENSG00000157404;ENSG00000147257;ENSG00000106511;ENSG00000135046
GO:0001101	response to acid chemical	http://amigo.geneontology.org/amigo/term/GO:0001101	282	25	9.968797907836594	2.507824938486033	2.198313394818907e-5	0.0010991566974094535	948;1036;1646;2348;3952;4915;5105;5166;5468;5727;5764;5914;5950;6366;6422;7049;8322;8644;8854;9370;53335;54997;55022;58528;84649	ENSG00000088992;ENSG00000174697;ENSG00000138207;ENSG00000110195;ENSG00000135218;ENSG00000104332;ENSG00000151632;ENSG00000174804;ENSG00000119866;ENSG00000181092;ENSG00000153823;ENSG00000124253;ENSG00000025039;ENSG00000131759;ENSG00000062282;ENSG00000105894;ENSG00000148053;ENSG00000196139;ENSG00000185920;ENSG00000128918;ENSG00000132170;ENSG00000004799;ENSG00000137077;ENSG00000129596;ENSG00000069702
GO:0006638	neutral lipid metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006638	81	12	2.8633781224637027	4.190854119425548	2.5069863685223126e-5	0.0011722238004309802	857;2167;2173;3991;4023;5105;7069;11343;57678;64788;84649;84803	ENSG00000103227;ENSG00000260807;ENSG00000164434;ENSG00000175445;ENSG00000079435;ENSG00000170323;ENSG00000119927;ENSG00000105974;ENSG00000124253;ENSG00000062282;ENSG00000138678;ENSG00000074416;ENSG00000151365
GO:0051051	negative regulation of transport	http://amigo.geneontology.org/amigo/term/GO:0051051	339	28	11.98376769771846	2.336493889591235	2.62026496566925e-5	0.0011722238004309802	274;284;301;347;477;857;948;1149;1410;1950;2564;2824;3200;3952;4129;4828;5021;5138;5906;6376;6422;6457;9370;9647;27242;55022;80763;130399	ENSG00000140600;ENSG00000186642;ENSG00000006210;ENSG00000180914;ENSG00000100034;ENSG00000174697;ENSG00000109846;ENSG00000018625;ENSG00000135218;ENSG00000116473;ENSG00000123612;ENSG00000197696;ENSG00000104332;ENSG00000136717;ENSG00000154188;ENSG00000046653;ENSG00000181092;ENSG00000153823;ENSG00000105974;ENSG00000146072;ENSG00000134548;ENSG00000105997;ENSG00000176194;ENSG00000102287;ENSG00000138798;ENSG00000189058;ENSG00000135046;ENSG00000069535
GO:0001655	urogenital system development	http://amigo.geneontology.org/amigo/term/GO:0001655	272	24	9.615294435927495	2.4960234093637457	3.4655899239455223e-5	0.001472875717676847	59;284;301;1028;2246;2247;2296;2719;3400;4311;4435;5154;5175;5727;5914;5950;6422;7704;8626;8842;8854;9370;28999;79192	ENSG00000138685;ENSG00000196549;ENSG00000054598;ENSG00000138207;ENSG00000104332;ENSG00000129757;ENSG00000273707;ENSG00000261371;ENSG00000170549;ENSG00000163884;ENSG00000197461;ENSG00000154188;ENSG00000181092;ENSG00000131759;ENSG00000172201;ENSG00000113578;ENSG00000185920;ENSG00000128918;ENSG00000109906;ENSG00000007062;ENSG00000147257;ENSG00000073282;ENSG00000125931;ENSG00000107796;ENSG00000135046
GO:0051271	negative regulation of cellular component movement	http://amigo.geneontology.org/amigo/term/GO:0051271	261	23	9.226440616827487	2.4928356400031277	5.14387738368427e-5	0.002082045607681728	94;274;347;2247;3204;3728;4223;5468;5764;6366;6376;6422;7049;8434;9370;10395;11240;23671;56477;56920;56999;79812;130399	ENSG00000138685;ENSG00000122707;ENSG00000006210;ENSG00000144339;ENSG00000123612;ENSG00000104332;ENSG00000010319;ENSG00000136717;ENSG00000173269;ENSG00000163638;ENSG00000181092;ENSG00000117115;ENSG00000139567;ENSG00000105894;ENSG00000151882;ENSG00000164741;ENSG00000285265;ENSG00000173801;ENSG00000122592;ENSG00000132170;ENSG00000137077;ENSG00000069702;ENSG00000189058;ENSG00000106511
GO:0001763	morphogenesis of a branching structure	http://amigo.geneontology.org/amigo/term/GO:0001763	162	17	5.726756244927405	2.9685216679264297	5.841247762949919e-5	0.002256845726594287	133;1950;2119;2246;2247;2252;2719;3202;4435;5154;5727;6422;6663;8626;53335;54922;84870	ENSG00000138685;ENSG00000105538;ENSG00000100146;ENSG00000104332;ENSG00000244405;ENSG00000197461;ENSG00000119866;ENSG00000140285;ENSG00000146374;ENSG00000148926;ENSG00000106004;ENSG00000113578;ENSG00000185920;ENSG00000138798;ENSG00000147257;ENSG00000073282;ENSG00000125931
GO:0034330	cell junction organization	http://amigo.geneontology.org/amigo/term/GO:0034330	251	22	8.872937144918387	2.4794495487438004	8.098906669684602e-5	0.002930679753939902	94;287;347;667;857;1001;2824;3728;3852;3861;3914;4983;5317;5906;6422;7122;7145;9647;10395;10580;11170;55679	ENSG00000079482;ENSG00000081277;ENSG00000072163;ENSG00000079308;ENSG00000100034;ENSG00000168309;ENSG00000116473;ENSG00000184113;ENSG00000104332;ENSG00000196878;ENSG00000151914;ENSG00000046653;ENSG00000105974;ENSG00000139567;ENSG00000095637;ENSG00000186081;ENSG00000164741;ENSG00000285265;ENSG00000173801;ENSG00000186847;ENSG00000062038;ENSG00000145362;ENSG00000189058
GO:0003013	circulatory system process	http://amigo.geneontology.org/amigo/term/GO:0003013	343	27	12.1251690864821	2.2267730707443327	8.360646209948364e-5	0.002930679753939902	59;94;133;274;284;287;477;857;1756;1908;1910;2296;3043;3728;3952;4223;4311;4881;5021;5138;5348;5468;6330;6648;9370;80763;83988	ENSG00000196549;ENSG00000186642;ENSG00000169418;ENSG00000054598;ENSG00000177098;ENSG00000180914;ENSG00000174697;ENSG00000018625;ENSG00000266964;ENSG00000136717;ENSG00000136160;ENSG00000198947;ENSG00000104490;ENSG00000112096;ENSG00000285441;ENSG00000154188;ENSG00000181092;ENSG00000105974;ENSG00000139567;ENSG00000148926;ENSG00000134548;ENSG00000124205;ENSG00000244734;ENSG00000173801;ENSG00000132170;ENSG00000145362;ENSG00000106511;ENSG00000107796
GO:0006631	fatty acid metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006631	288	24	10.180899990982054	2.3573554421768708	8.619646335117359e-5	0.002930679753939902	32;301;857;948;1066;1646;2109;3952;3991;4023;5105;5166;5468;5730;8644;9370;11343;51085;54988;55902;57678;79966;84649;283927	ENSG00000145284;ENSG00000175445;ENSG00000076555;ENSG00000174697;ENSG00000105379;ENSG00000135218;ENSG00000131069;ENSG00000151632;ENSG00000009950;ENSG00000079435;ENSG00000181092;ENSG00000119927;ENSG00000105974;ENSG00000124253;ENSG00000140876;ENSG00000062282;ENSG00000198848;ENSG00000262243;ENSG00000183549;ENSG00000196139;ENSG00000107317;ENSG00000132170;ENSG00000074416;ENSG00000004799;ENSG00000135046
GO:1901615	organic hydroxy compound metabolic process	http://amigo.geneontology.org/amigo/term/GO:1901615	366	28	12.938227071873028	2.1641295862607337	1.0138298147843727e-4	0.0033144436252566033	32;125;126;1001;1066;1646;2246;2247;2819;3815;3952;3953;3991;4128;4129;4435;4881;5105;5950;5959;8644;8854;10826;29968;55902;57678;64788;84649	ENSG00000138685;ENSG00000103227;ENSG00000260807;ENSG00000169418;ENSG00000167588;ENSG00000248144;ENSG00000076555;ENSG00000174697;ENSG00000138207;ENSG00000131069;ENSG00000151632;ENSG00000170271;ENSG00000196616;ENSG00000079435;ENSG00000135069;ENSG00000119927;ENSG00000124253;ENSG00000135437;ENSG00000062282;ENSG00000198848;ENSG00000262243;ENSG00000196139;ENSG00000113578;ENSG00000128918;ENSG00000189221;ENSG00000157404;ENSG00000062038;ENSG00000116678;ENSG00000125931;ENSG00000069535
GO:0042063	gliogenesis	http://amigo.geneontology.org/amigo/term/GO:0042063	205	19	7.246821174136532	2.621839223494276	1.1868739570752851e-4	0.0037364550500518234	274;301;1031;1191;2119;3400;4147;4781;4915;5468;5649;5764;6285;6376;6663;26227;27242;28999;147495	ENSG00000160307;ENSG00000006210;ENSG00000100146;ENSG00000147862;ENSG00000092621;ENSG00000136717;ENSG00000163884;ENSG00000189056;ENSG00000154856;ENSG00000244405;ENSG00000132561;ENSG00000146072;ENSG00000105894;ENSG00000148053;ENSG00000123080;ENSG00000172201;ENSG00000132170;ENSG00000120885;ENSG00000135046
GO:1901654	response to ketone	http://amigo.geneontology.org/amigo/term/GO:1901654	156	16	5.514654161781946	2.901360544217687	1.2598576620848068e-4	0.003824567902757449	857;988;1646;2770;4129;5021;5105;5468;5764;6366;6422;6586;6663;7049;8644;93986	ENSG00000096401;ENSG00000100146;ENSG00000180914;ENSG00000104332;ENSG00000151632;ENSG00000184347;ENSG00000128573;ENSG00000127955;ENSG00000105974;ENSG00000124253;ENSG00000105894;ENSG00000196139;ENSG00000132170;ENSG00000137077;ENSG00000069702;ENSG00000069535
GO:0097305	response to alcohol	http://amigo.geneontology.org/amigo/term/GO:0097305	175	17	6.186310758409234	2.7480029154518952	1.5250302447467057e-4	0.004469916234602413	761;1036;1646;2770;3728;3952;4129;5468;5727;5914;5950;6366;6422;6586;7049;8644;9370	ENSG00000174697;ENSG00000138207;ENSG00000104332;ENSG00000151632;ENSG00000184347;ENSG00000164879;ENSG00000181092;ENSG00000127955;ENSG00000131759;ENSG00000196139;ENSG00000185920;ENSG00000173801;ENSG00000132170;ENSG00000137077;ENSG00000129596;ENSG00000069702;ENSG00000069535
GO:0060191	regulation of lipase activity	http://amigo.geneontology.org/amigo/term/GO:0060191	71	10	2.5098746505546035	3.9842627191721762	1.8267660687254494e-4	0.0051758371947221065	301;2247;3815;4023;4915;51129;64788;338328;653145;728113	ENSG00000138685;ENSG00000167772;ENSG00000103227;ENSG00000260807;ENSG00000277494;ENSG00000175445;ENSG00000148053;ENSG00000157404;ENSG00000264230;ENSG00000265190;ENSG00000135046
GO:0090130	tissue migration	http://amigo.geneontology.org/amigo/term/GO:0090130	250	21	8.837586797727477	2.376214285714286	2.1247057552331583e-4	0.005667879248488598	59;72;94;284;301;2196;2246;2247;2252;3728;3815;4223;5168;5175;5468;6776;9647;56999;57381;79812;84913	ENSG00000138685;ENSG00000100034;ENSG00000086570;ENSG00000168874;ENSG00000261371;ENSG00000126561;ENSG00000173269;ENSG00000163638;ENSG00000154188;ENSG00000140285;ENSG00000126785;ENSG00000139567;ENSG00000113578;ENSG00000136960;ENSG00000173801;ENSG00000132170;ENSG00000157404;ENSG00000106511;ENSG00000163017;ENSG00000107796;ENSG00000135046
GO:0043491	protein kinase B signaling	http://amigo.geneontology.org/amigo/term/GO:0043491	197	18	6.964018396609252	2.584714596498498	2.1337898347251194e-4	0.005667879248488598	284;1116;1646;1950;2246;2247;2252;3815;3952;4915;5154;6366;6376;7498;8644;55273;152831;375033	ENSG00000138685;ENSG00000006210;ENSG00000187800;ENSG00000174697;ENSG00000166292;ENSG00000158125;ENSG00000151632;ENSG00000197461;ENSG00000154188;ENSG00000140285;ENSG00000134962;ENSG00000148053;ENSG00000196139;ENSG00000113578;ENSG00000157404;ENSG00000137077;ENSG00000138798;ENSG00000133048
GO:0015850	organic hydroxy compound transport	http://amigo.geneontology.org/amigo/term/GO:0015850	148	15	5.231851384254667	2.867053916161059	2.3236088007894118e-4	0.005985052971730303	364;857;948;1066;1191;1950;2824;3952;4129;5021;5468;5727;5950;9194;9370	ENSG00000180914;ENSG00000174697;ENSG00000138207;ENSG00000135218;ENSG00000118596;ENSG00000046653;ENSG00000181092;ENSG00000165269;ENSG00000105974;ENSG00000198848;ENSG00000262243;ENSG00000185920;ENSG00000132170;ENSG00000120885;ENSG00000138798;ENSG00000069535
GO:0002009	morphogenesis of an epithelium	http://amigo.geneontology.org/amigo/term/GO:0002009	407	29	14.387591306700333	2.0156257834829265	2.605614885675678e-4	0.006250537010269422	94;133;1950;2119;2246;2247;2252;2348;2719;3202;3400;3872;4435;4983;5154;5727;5914;6422;6663;8322;8626;8854;10395;23671;25928;54922;55897;79192;84870	ENSG00000138685;ENSG00000105538;ENSG00000079482;ENSG00000144339;ENSG00000100146;ENSG00000166823;ENSG00000110195;ENSG00000104332;ENSG00000174804;ENSG00000170549;ENSG00000244405;ENSG00000197461;ENSG00000140285;ENSG00000146374;ENSG00000139567;ENSG00000171243;ENSG00000148926;ENSG00000131759;ENSG00000106004;ENSG00000172201;ENSG00000164741;ENSG00000285265;ENSG00000113578;ENSG00000185920;ENSG00000128422;ENSG00000128918;ENSG00000138798;ENSG00000147257;ENSG00000073282;ENSG00000125931
GO:0043062	extracellular structure organization	http://amigo.geneontology.org/amigo/term/GO:0043062	329	25	11.630264225809361	2.149564232988028	2.6391152495297554e-4	0.006250537010269422	948;1805;2247;2296;2824;3384;3679;3680;3914;4023;4241;4316;4629;5154;5175;5650;5806;7148;7450;8434;11096;56999;58494;84171;133584	ENSG00000138685;ENSG00000122707;ENSG00000054598;ENSG00000175445;ENSG00000135424;ENSG00000168477;ENSG00000233323;ENSG00000236221;ENSG00000236236;ENSG00000229353;ENSG00000229341;ENSG00000231608;ENSG00000206258;ENSG00000110799;ENSG00000108622;ENSG00000154736;ENSG00000135218;ENSG00000169035;ENSG00000138131;ENSG00000196878;ENSG00000163975;ENSG00000261371;ENSG00000133392;ENSG00000276480;ENSG00000197461;ENSG00000163638;ENSG00000046653;ENSG00000144668;ENSG00000163661;ENSG00000143196;ENSG00000154721;ENSG00000164318;ENSG00000137673
GO:1901652	response to peptide	http://amigo.geneontology.org/amigo/term/GO:1901652	388	28	13.715934710073045	2.0414212076583214	2.700044227812448e-4	0.006250537010269422	133;301;857;948;988;1036;1910;2690;2770;3952;4435;5021;5105;5140;5166;5468;6776;7049;7079;9370;10580;23235;28999;54741;55022;130399;196883;286753	ENSG00000096401;ENSG00000180914;ENSG00000184811;ENSG00000280938;ENSG00000174697;ENSG00000170145;ENSG00000135218;ENSG00000123612;ENSG00000126561;ENSG00000136160;ENSG00000163884;ENSG00000157150;ENSG00000181092;ENSG00000153823;ENSG00000127955;ENSG00000105974;ENSG00000129467;ENSG00000284814;ENSG00000124253;ENSG00000148926;ENSG00000095637;ENSG00000132170;ENSG00000152270;ENSG00000112964;ENSG00000004799;ENSG00000129596;ENSG00000069702;ENSG00000213625;ENSG00000125931;ENSG00000135046
GO:0034764	positive regulation of transmembrane transport	http://amigo.geneontology.org/amigo/term/GO:0034764	134	14	4.736946523581928	2.955490405117271	2.7208219927055133e-4	0.006250537010269422	287;825;1756;1908;2719;5348;5649;5906;6376;9370;10580;28999;54997;342667	ENSG00000006210;ENSG00000092529;ENSG00000141750;ENSG00000088992;ENSG00000266964;ENSG00000116473;ENSG00000163884;ENSG00000189056;ENSG00000198947;ENSG00000181092;ENSG00000095637;ENSG00000124205;ENSG00000147257;ENSG00000145362
GO:0007162	negative regulation of cell adhesion	http://amigo.geneontology.org/amigo/term/GO:0007162	221	19	7.81242672919109	2.4320228091236493	3.145690625645514e-4	0.007036413241575492	94;284;301;347;604;3204;4241;5140;6366;6376;8322;9370;9647;10395;11170;27242;56477;58494;140706	ENSG00000006210;ENSG00000100034;ENSG00000168309;ENSG00000163975;ENSG00000174804;ENSG00000154188;ENSG00000181092;ENSG00000139567;ENSG00000146072;ENSG00000151882;ENSG00000113916;ENSG00000164741;ENSG00000285265;ENSG00000122592;ENSG00000154721;ENSG00000152270;ENSG00000101331;ENSG00000137077;ENSG00000189058;ENSG00000135046
