ensembl	adj_p	p	t	B	logfc	entrez_id
ENSG00000102409	1.2e-4	3.49e-5	-4.68	1.7155336	-1.93321171	56271
ENSG00000145794	1.2e-4	3.49e-5	4.68	1.7153748	0.19789196	84466
ENSG00000168172	1.2e-4	3.5e-5	-4.67	1.7123909	-1.19309621	84376
ENSG00000112759	1.2e-4	3.5e-5	-4.67	1.7123872	-2.44387266	2030
ENSG00000196338	1.2e-4	3.51e-5	4.67	1.7106137	0.16745582	54413
ENSG00000074935	1.2e-4	3.51e-5	4.67	1.7095421	0.39381176	51175
ENSG00000143499	1.21e-4	3.51e-5	4.67	1.7088626	0.17577837	56950
ENSG00000214929	1.21e-4	3.52e-5	4.67	1.7067067	0.61496504	389763
ENSG00000186788	1.21e-4	3.52e-5	4.67	1.7067067	0.61496504	389762
ENSG00000189357	1.21e-4	3.52e-5	4.67	1.7067067	0.61496504	389761
ENSG00000138434	1.21e-4	3.53e-5	-4.67	1.705569	-2.07911034	6744
ENSG00000134253	1.21e-4	3.53e-5	-4.67	1.7054027	-2.16693729	80263
ENSG00000113520	1.21e-4	3.53e-5	4.67	1.7053524	0.06770171	3565
ENSG00000255398	1.21e-4	3.53e-5	4.67	1.7043693	2.13495682	8843
ENSG00000099203	1.21e-4	3.53e-5	4.67	1.7039144	0.604388	11018
ENSG00000196961	1.21e-4	3.54e-5	-4.67	1.7028182	-0.90190559	160
ENSG00000107140	1.21e-4	3.54e-5	4.67	1.702667	0.5693121	7016
ENSG00000254718	1.21e-4	3.54e-5	4.67	1.7020482	0.47467885	101927702
ENSG00000275778	1.21e-4	3.55e-5	4.67	1.7002521	0.31202018	100533464
ENSG00000134551	1.21e-4	3.55e-5	4.67	1.7002521	0.31202018	5555
ENSG00000272803	1.21e-4	3.55e-5	4.67	1.7002521	0.31202018	5555
ENSG00000275679	1.21e-4	3.55e-5	4.67	1.7002521	0.31202018	5555
ENSG00000231887	1.21e-4	3.55e-5	4.67	1.7002521	0.31202018	5554
ENSG00000263247	1.21e-4	3.55e-5	4.67	1.7002521	0.31202018	5554
ENSG00000277823	1.21e-4	3.55e-5	4.67	1.7002521	0.31202018	5554
ENSG00000282269	1.21e-4	3.55e-5	4.67	1.7002521	0.31202018	5554
ENSG00000111215	1.21e-4	3.55e-5	4.67	1.7002521	0.31202018	5554
ENSG00000123119	1.22e-4	3.55e-5	4.67	1.6986056	0.06871314	64168
ENSG00000244607	1.22e-4	3.56e-5	4.67	1.6976484	0.07493972	152206
ENSG00000102796	1.22e-4	3.56e-5	4.67	1.6968958	0.27139417	79758
ENSG00000253279	1.22e-4	3.56e-5	4.67	1.6957758	0.10481796	286135
ENSG00000091622	1.22e-4	3.57e-5	4.67	1.6949404	1.11739563	83394
ENSG00000235009	1.22e-4	3.57e-5	4.67	1.6945405	0.06322635	100996902
ENSG00000187479	1.22e-4	3.57e-5	4.67	1.6937618	0.43650606	387763
ENSG00000172717	1.22e-4	3.57e-5	4.67	1.6925459	0.32288384999999997	161142
ENSG00000204173	1.22e-4	3.57e-5	4.67	1.6924008	0.05898527	652972
ENSG00000159459	1.22e-4	3.58e-5	-4.67	1.6920193	-0.66570758	197131
ENSG00000137962	1.22e-4	3.58e-5	4.67	1.6905637	0.23466571	9411
ENSG00000131808	1.23e-4	3.59e-5	4.67	1.687912	0.06075713	2488
ENSG00000176903	1.23e-4	3.6e-5	-4.67	1.6851361	-0.71847131	9240
ENSG00000161798	1.23e-4	3.61e-5	4.66	1.6833735	1.11902531	362
ENSG00000124444	1.23e-4	3.61e-5	-4.66	1.6827226	-0.70364807	79177
ENSG00000136449	1.24e-4	3.62e-5	4.66	1.6814299	0.17637109	84073
ENSG00000178229	1.24e-4	3.62e-5	4.66	1.681361	0.06991198	125919
ENSG00000100605	1.24e-4	3.62e-5	4.66	1.6806681	0.96053073	3705
ENSG00000274958	1.24e-4	3.62e-5	4.66	1.6806681	0.96053073	3705
ENSG00000159905	1.24e-4	3.62e-5	4.66	1.6804594	0.27665128	7638
ENSG00000186723	1.24e-4	3.62e-5	4.66	1.6796867	0.19368871	26539
ENSG00000118246	1.24e-4	3.62e-5	-4.66	1.679454	-0.55453922	22868
ENSG00000147570	1.24e-4	3.62e-5	4.66	1.6788423	0.07810651	85479
ENSG00000084207	1.24e-4	3.63e-5	4.66	1.6785439	1.04999401	2950
ENSG00000186976	1.24e-4	3.63e-5	4.66	1.677064	0.12066858	64800
ENSG00000188641	1.24e-4	3.63e-5	4.66	1.6761788	0.10123803	1806
ENSG00000150275	1.24e-4	3.64e-5	4.66	1.6759524	0.11216047	65217
ENSG00000249715	1.24e-4	3.64e-5	4.66	1.6751883	0.05929321	90342
ENSG00000107679	1.25e-4	3.66e-5	-4.66	1.6707382	-0.75874506	59338
ENSG00000145725	1.25e-4	3.66e-5	-4.66	1.6684751	-0.79113084	23262
ENSG00000112062	1.25e-4	3.67e-5	-4.66	1.6670917	-0.73395453	1432
ENSG00000067057	1.25e-4	3.67e-5	4.66	1.6657041	0.36385113	5214
ENSG00000016391	1.25e-4	3.67e-5	4.66	1.6654524	0.91260757	55349
ENSG00000076108	1.25e-4	3.68e-5	4.66	1.6646899	0.38922391	11176
ENSG00000142661	1.25e-4	3.68e-5	4.66	1.664402	0.30319308	127294
ENSG00000108387	1.25e-4	3.68e-5	4.66	1.6643552	0.09399709	5414
ENSG00000181013	1.25e-4	3.68e-5	4.66	1.6643552	0.09399709	5414
ENSG00000100994	1.25e-4	3.68e-5	4.66	1.6643434	0.9136675	5834
ENSG00000206579	1.25e-4	3.68e-5	4.66	1.664316	0.34828754	114786
ENSG00000044524	1.25e-4	3.68e-5	4.66	1.6638939	0.07585896	2042
ENSG00000137177	1.26e-4	3.69e-5	4.66	1.6608951	0.8534243	63971
ENSG00000115355	1.26e-4	3.69e-5	4.66	1.6608271	0.36197169	55704
ENSG00000125637	1.26e-4	3.7e-5	-4.66	1.6599673	-0.90459743	23550
ENSG00000170178	1.26e-4	3.7e-5	4.66	1.6597591	0.07758434	3238
ENSG00000105221	1.26e-4	3.71e-5	4.66	1.6566908	0.9228514	208
ENSG00000182264	1.26e-4	3.71e-5	4.66	1.6556753	0.06766617	284359
ENSG00000108381	1.27e-4	3.72e-5	4.65	1.6530271	0.7622085	443
ENSG00000166323	1.27e-4	3.72e-5	4.65	1.6527652	0.072651	160140
ENSG00000214160	1.27e-4	3.72e-5	-4.65	1.6527208	-0.558166	10195
ENSG00000164823	1.27e-4	3.73e-5	-4.65	1.6512343	-1.11326377	734
ENSG00000134152	1.27e-4	3.73e-5	-4.65	1.6506343	-2.05477627	79768
ENSG00000077348	1.27e-4	3.73e-5	-4.65	1.6498232	-0.79049178	56915
ENSG00000224141	1.27e-4	3.75e-5	4.65	1.6469538	0.13899108	101927797
ENSG00000078902	1.27e-4	3.75e-5	4.65	1.6468042	0.06526891	54472
ENSG00000143476	1.27e-4	3.75e-5	-4.65	1.6464675	-2.08241487	51514
ENSG00000171551	1.27e-4	3.75e-5	4.65	1.6460909	0.33198223	9427
ENSG00000231925	1.28e-4	3.75e-5	-4.65	1.645716	-1.08999361	6892
ENSG00000206208	1.28e-4	3.75e-5	-4.65	1.645716	-1.08999361	6892
ENSG00000206281	1.28e-4	3.75e-5	-4.65	1.645716	-1.08999361	6892
ENSG00000236490	1.28e-4	3.75e-5	-4.65	1.645716	-1.08999361	6892
ENSG00000112493	1.28e-4	3.75e-5	-4.65	1.645716	-1.08999361	6892
ENSG00000119900	1.28e-4	3.75e-5	4.65	1.6450966	1.02295805	79627
ENSG00000143436	1.28e-4	3.75e-5	-4.65	1.6445521	-0.83645588	65005
ENSG00000077454	1.28e-4	3.76e-5	4.65	1.6435572	0.59692789	4034
ENSG00000249476	1.28e-4	3.77e-5	4.65	1.6401605	0.12352442	285638
ENSG00000103494	1.28e-4	3.77e-5	-4.65	1.6393969	-0.66057385	23322
ENSG00000171862	1.28e-4	3.78e-5	4.65	1.6383554	0.57286886	5728
ENSG00000284792	1.28e-4	3.78e-5	4.65	1.6383554	0.57286886	5728
ENSG00000063761	1.28e-4	3.78e-5	4.65	1.6378505	0.62570995	57143
ENSG00000043591	1.28e-4	3.78e-5	4.65	1.6378232	0.12820526	153
ENSG00000250111	1.28e-4	3.78e-5	4.65	1.6375266	0.68659919	101929141
ENSG00000154874	1.28e-4	3.78e-5	4.65	1.6375266	0.68659919	284047
ENSG00000172663	1.29e-4	3.79e-5	4.65	1.6366547	0.07890328	80194
ENSG00000260305	1.29e-4	3.79e-5	4.65	1.6359427	0.16858402	283738
ENSG00000100592	1.29e-4	3.8e-5	-4.65	1.6336707	-3.34568995	23002
ENSG00000167100	1.29e-4	3.8e-5	4.65	1.6325367	0.41244152	201191
ENSG00000248307	1.29e-4	3.81e-5	4.65	1.6314704	0.12343168	641365
ENSG00000008311	1.29e-4	3.81e-5	4.65	1.6305819	0.91109445	10157
ENSG00000214145	1.3e-4	3.82e-5	4.65	1.6279596	0.08810434	100131551
ENSG00000163631	1.3e-4	3.82e-5	4.65	1.6276286	0.09920277	213
ENSG00000196937	1.3e-4	3.82e-5	4.65	1.6273681	0.0889027	10447
ENSG00000090554	1.3e-4	3.82e-5	4.65	1.6272968	0.961315	2323
ENSG00000165626	1.3e-4	3.82e-5	4.65	1.6269592	0.28324528	222389
ENSG00000197785	1.3e-4	3.83e-5	4.65	1.6252656	0.79391959	55210
ENSG00000184752	1.3e-4	3.83e-5	-4.65	1.6247998	-0.6212837	55967
ENSG00000011478	1.3e-4	3.84e-5	4.65	1.6237957	0.13082705	54814
ENSG00000237872	1.3e-4	3.84e-5	4.65	1.6231616	0.3501055	645682
ENSG00000235602	1.3e-4	3.84e-5	4.65	1.6231616	0.3501055	642559
ENSG00000204531	1.3e-4	3.84e-5	4.65	1.6231616	0.3501055	5460
ENSG00000237582	1.3e-4	3.84e-5	4.65	1.6231616	0.3501055	5460
ENSG00000233911	1.3e-4	3.84e-5	4.65	1.6231616	0.3501055	5460
ENSG00000235068	1.3e-4	3.84e-5	4.65	1.6231616	0.3501055	5460
ENSG00000206454	1.3e-4	3.84e-5	4.65	1.6231616	0.3501055	5460
ENSG00000229094	1.3e-4	3.84e-5	4.65	1.6231616	0.3501055	5460
ENSG00000230336	1.3e-4	3.84e-5	4.65	1.6231616	0.3501055	5460
ENSG00000104880	1.3e-4	3.85e-5	-4.64	1.6211868	-0.4988031	23370
ENSG00000268861	1.3e-4	3.85e-5	-4.64	1.6211868	-0.4988031	23370
ENSG00000184357	1.31e-4	3.85e-5	4.64	1.6192953	0.0859763	3009
ENSG00000176927	1.31e-4	3.85e-5	4.64	1.6189408	0.38446785	374786
ENSG00000180398	1.31e-4	3.86e-5	4.64	1.6186167	0.12979311	90411
ENSG00000103995	1.31e-4	3.86e-5	4.64	1.6183635	0.40985343	22995
ENSG00000185024	1.31e-4	3.86e-5	4.64	1.6182748	0.17548699	2972
ENSG00000196967	1.31e-4	3.87e-5	-4.64	1.6160263	-1.05075617	199704
ENSG00000152455	1.31e-4	3.87e-5	-4.64	1.6158718	-1.24173847	79723
ENSG00000131126	1.31e-4	3.87e-5	4.64	1.6155196	0.09447597	83639
ENSG00000180422	1.31e-4	3.87e-5	4.64	1.614022	0.05348725	283860
ENSG00000242259	1.31e-4	3.88e-5	4.64	1.6136527	0.51069626	128977
ENSG00000186660	1.31e-4	3.88e-5	-4.64	1.6128256	-0.8032088	80829
ENSG00000125888	1.31e-4	3.88e-5	4.64	1.6126002	0.07153638	140836
ENSG00000154118	1.31e-4	3.88e-5	4.64	1.6117663	0.0735605	57338
ENSG00000103005	1.32e-4	3.89e-5	4.64	1.610948	0.38524547	79650
ENSG00000178882	1.32e-4	3.89e-5	4.64	1.6103063	0.21875022	100533183
ENSG00000160216	1.32e-4	3.89e-5	-4.64	1.6102391	-1.0095156	56894
ENSG00000189152	1.32e-4	3.89e-5	4.64	1.6092535	0.11092485	400581
ENSG00000116198	1.32e-4	3.9e-5	-4.64	1.6082792	-0.66925666	9731
ENSG00000226097	1.32e-4	3.9e-5	4.64	1.6082267	1.51398335	101927769
ENSG00000261070	1.32e-4	3.9e-5	4.64	1.6077205	0.21114928	338694
ENSG00000154620	1.32e-4	3.9e-5	4.64	1.606695	0.36615798	9087
ENSG00000267107	1.32e-4	3.92e-5	4.64	1.6029162	0.63594872	100505495
ENSG00000158457	1.33e-4	3.92e-5	4.64	1.6025264	1.04587052	340348
ENSG00000183018	1.33e-4	3.93e-5	4.64	1.6002297	0.6398391	124976
ENSG00000123096	1.33e-4	3.93e-5	4.64	1.5992784	0.07325978	8082
ENSG00000234684	1.33e-4	3.93e-5	4.64	1.598854	0.0736116	100507495
ENSG00000226983	1.33e-4	3.95e-5	4.64	1.5956426	0.26035017	339622
ENSG00000256394	1.33e-4	3.95e-5	4.64	1.593914	0.09921592	51802
ENSG00000262505	1.33e-4	3.95e-5	4.64	1.593914	0.09921592	51802
ENSG00000198554	1.34e-4	3.96e-5	4.63	1.592265	0.23132044	11169
ENSG00000100479	1.34e-4	3.97e-5	-4.63	1.5896186	-0.8245317	5427
ENSG00000154080	1.34e-4	3.98e-5	4.63	1.5887224	0.1931486	83539
ENSG00000185621	1.34e-4	3.98e-5	-4.63	1.5884371	-1.38251854	89782
ENSG00000243040	1.34e-4	3.98e-5	4.63	1.5871637	0.06382036	159162
ENSG00000167118	1.34e-4	3.98e-5	4.63	1.5871254	0.25388518	81605
ENSG00000158874	1.34e-4	3.98e-5	4.63	1.587023	0.05742919	336
ENSG00000168894	1.34e-4	3.99e-5	-4.63	1.5861362	-0.48193646	51255
ENSG00000075223	1.35e-4	3.99e-5	-4.63	1.5844292	-1.71516417	10512
ENSG00000165338	1.35e-4	3.99e-5	4.63	1.5841053	0.06674865	143279
ENSG00000123395	1.35e-4	4.01e-5	-4.63	1.5794855	-0.69772594	60673
ENSG00000039523	1.35e-4	4.02e-5	4.63	1.5774017	0.49556969	79567
ENSG00000125246	1.36e-4	4.04e-5	4.63	1.5720215	0.3971776	171425
ENSG00000119185	1.36e-4	4.05e-5	4.63	1.571474	1.7779233	9270
ENSG00000152527	1.36e-4	4.05e-5	4.63	1.5699929	0.26325261	130271
ENSG00000163607	1.36e-4	4.05e-5	4.63	1.5697058	0.73955073	29083
ENSG00000110680	1.36e-4	4.06e-5	4.63	1.5691813	0.35077492	796
ENSG00000160683	1.36e-4	4.06e-5	4.63	1.5690374	0.12430971	643
ENSG00000258498	1.37e-4	4.07e-5	4.63	1.5666258	0.42885465	64150
ENSG00000139155	1.37e-4	4.08e-5	4.63	1.5642995	0.75885005	53919
ENSG00000068724	1.37e-4	4.08e-5	4.63	1.5630972	0.69228822	57217
ENSG00000124549	1.38e-4	4.1e-5	4.62	1.5597872	0.08833949	54718
ENSG00000173391	1.38e-4	4.1e-5	-4.62	1.5592316	-1.8397748	4973
ENSG00000179151	1.38e-4	4.1e-5	-4.62	1.5590279	-0.90483142	80153
ENSG00000206562	1.38e-4	4.1e-5	-4.62	1.5583715	-0.87945194	131965
ENSG00000235989	1.38e-4	4.1e-5	-4.62	1.558164	-0.79211075	150291
ENSG00000005108	1.38e-4	4.1e-5	4.62	1.5577916	0.30997933	221981
ENSG00000120156	1.38e-4	4.12e-5	4.62	1.5544263	0.47976622	7010
ENSG00000170846	1.39e-4	4.12e-5	-4.62	1.5533147	-0.78625127	93622
ENSG00000113318	1.39e-4	4.13e-5	4.62	1.5513662	0.06807801	4437
ENSG00000206052	1.39e-4	4.14e-5	4.62	1.5503673	0.0909634	220164
ENSG00000198912	1.39e-4	4.14e-5	-4.62	1.5493978	-0.85379439	339448
ENSG00000177807	1.39e-4	4.14e-5	4.62	1.5491111	0.27175534	3766
ENSG00000168071	1.39e-4	4.14e-5	4.62	1.5490795	0.42310943	283234
ENSG00000237737	1.39e-4	4.14e-5	4.62	1.5489731	0.68805916	100189589
ENSG00000160360	1.39e-4	4.15e-5	4.62	1.5478027	0.96355835	26086
ENSG00000179674	1.39e-4	4.15e-5	4.62	1.5463076	0.11894912	80117
ENSG00000143257	1.39e-4	4.15e-5	4.62	1.5462958	0.05633886	9970
ENSG00000253982	1.4e-4	4.16e-5	4.62	1.5452513	0.09401635	101927752
ENSG00000011376	1.4e-4	4.16e-5	-4.62	1.5437332	-0.77402972	23395
ENSG00000154198	1.4e-4	4.17e-5	-4.62	1.5433452	-3.79176398	163720
ENSG00000255152	1.4e-4	4.17e-5	4.62	1.5427585	1.48470417	100532732
ENSG00000228727	1.4e-4	4.17e-5	4.62	1.5427585	1.48470417	401251
ENSG00000227861	1.4e-4	4.17e-5	4.62	1.5427585	1.48470417	401251
ENSG00000227074	1.4e-4	4.17e-5	4.62	1.5427585	1.48470417	401251
ENSG00000237918	1.4e-4	4.17e-5	4.62	1.5427585	1.48470417	401251
ENSG00000234951	1.4e-4	4.17e-5	4.62	1.5427585	1.48470417	401251
ENSG00000229176	1.4e-4	4.17e-5	4.62	1.5427585	1.48470417	401251
ENSG00000197928	1.4e-4	4.17e-5	4.62	1.542658	1.20852031	342926
ENSG00000261615	1.4e-4	4.17e-5	4.62	1.5424279	0.08434973	101929144
ENSG00000260372	1.41e-4	4.2e-5	4.62	1.5346192	0.32842064	147429
ENSG00000258301	1.41e-4	4.2e-5	4.62	1.5346059	0.38660529	100506603
ENSG00000122012	1.41e-4	4.2e-5	4.62	1.5341871	0.0529836	22987
ENSG00000230725	1.41e-4	4.21e-5	4.62	1.5338244	0.36478235	284798
ENSG00000236939	1.41e-4	4.21e-5	4.62	1.5328532	0.06956874	157556
ENSG00000238005	1.41e-4	4.21e-5	4.62	1.5328469	0.31777644	101927851
ENSG00000112624	1.41e-4	4.21e-5	4.62	1.5321623	0.46031168	23506
ENSG00000176840	1.41e-4	4.22e-5	4.61	1.531625	0.09917238	284424
ENSG00000100372	1.41e-4	4.22e-5	-4.61	1.5303145	-0.80084581	10478
ENSG00000104870	1.41e-4	4.22e-5	4.61	1.5296059	0.93655694	2217
ENSG00000204650	1.42e-4	4.23e-5	4.61	1.5283523	0.09429587	147081
ENSG00000142677	1.42e-4	4.23e-5	4.61	1.5278356	0.26860035	58985
ENSG00000153498	1.42e-4	4.23e-5	4.61	1.5272853	0.12032852	122258
ENSG00000275865	1.42e-4	4.23e-5	4.61	1.5272853	0.12032852	122258
ENSG00000148943	1.42e-4	4.24e-5	-4.61	1.5263147	-0.95945834	55327
ENSG00000275583	1.42e-4	4.24e-5	4.61	1.5255221	0.07721845	100132285
ENSG00000278300	1.42e-4	4.24e-5	4.61	1.5255221	0.07721845	100132285
ENSG00000277885	1.42e-4	4.24e-5	4.61	1.5255221	0.07721845	100132285
ENSG00000275452	1.42e-4	4.24e-5	4.61	1.5255221	0.07721845	100132285
ENSG00000185559	1.42e-4	4.24e-5	4.61	1.524934	4.40571297	8788
ENSG00000197321	1.42e-4	4.25e-5	-4.61	1.5246051	-1.31393034	6840
ENSG00000156136	1.42e-4	4.25e-5	-4.61	1.5241248	-0.75208854	1633
ENSG00000247199	1.42e-4	4.25e-5	4.61	1.5234716	0.05633308	102546294
ENSG00000234303	1.42e-4	4.26e-5	4.61	1.5210673	0.05942006	101927465
ENSG00000273703	1.42e-4	4.26e-5	4.61	1.5209673	0.09451995	8342
ENSG00000151690	1.43e-4	4.27e-5	-4.61	1.5187077	-1.83229775	54842
ENSG00000125520	1.43e-4	4.28e-5	-4.61	1.5173212	-0.99329196	56731
ENSG00000151365	1.43e-4	4.28e-5	4.61	1.5171403	4.27925428	7069
ENSG00000164112	1.43e-4	4.28e-5	4.61	1.5161212	0.27172457	132332
ENSG00000151466	1.43e-4	4.28e-5	4.61	1.5158765	0.28754423	132320
ENSG00000233570	1.43e-4	4.3e-5	4.61	1.513208	0.07126025	100996597
ENSG00000188373	1.43e-4	4.3e-5	4.61	1.513177	0.09828278	387695
ENSG00000114650	1.44e-4	4.3e-5	4.61	1.5124584	0.75791601	22937
ENSG00000166716	1.44e-4	4.3e-5	4.61	1.5122089	0.3935637	9640
ENSG00000120675	1.44e-4	4.3e-5	-4.61	1.5120445	-1.8231411	29103
ENSG00000224743	1.44e-4	4.3e-5	4.61	1.5119522	0.08093166	100507064
ENSG00000204103	1.44e-4	4.31e-5	-4.61	1.5097125	-1.0938319	9935
ENSG00000125910	1.44e-4	4.31e-5	4.61	1.5092711	0.43072802	8698
ENSG00000168803	1.44e-4	4.31e-5	4.61	1.508888	0.43152082	161823
ENSG00000187720	1.44e-4	4.32e-5	4.61	1.5088676	0.06004302	79875
ENSG00000232564	1.44e-4	4.32e-5	4.61	1.50871	0.16368501	101927257
ENSG00000124422	1.44e-4	4.32e-5	4.61	1.5080079	0.05768035	23326
ENSG00000088053	1.44e-4	4.33e-5	4.61	1.5059417	0.43413604	51206
ENSG00000277439	1.44e-4	4.33e-5	4.61	1.5059417	0.43413604	51206
ENSG00000278316	1.44e-4	4.33e-5	4.61	1.5059417	0.43413604	51206
ENSG00000275633	1.44e-4	4.33e-5	4.61	1.5059417	0.43413604	51206
ENSG00000278670	1.44e-4	4.33e-5	4.61	1.5059417	0.43413604	51206
ENSG00000274050	1.44e-4	4.33e-5	4.61	1.5059417	0.43413604	51206
ENSG00000275931	1.44e-4	4.33e-5	4.61	1.5059417	0.43413604	51206
ENSG00000274566	1.44e-4	4.33e-5	4.61	1.5059417	0.43413604	51206
ENSG00000276211	1.44e-4	4.33e-5	4.61	1.5059417	0.43413604	51206
ENSG00000276065	1.44e-4	4.33e-5	4.61	1.5059417	0.43413604	51206
ENSG00000242385	1.45e-4	4.34e-5	4.61	1.5021573	0.05794488	100506724
ENSG00000128805	1.45e-4	4.35e-5	4.6	1.5010697	0.06373453	58504
ENSG00000125864	1.45e-4	4.35e-5	4.6	1.5000342	0.26515999	631
ENSG00000274675	1.45e-4	4.36e-5	-4.6	1.4995342	-1.13352389	730394
ENSG00000165502	1.45e-4	4.36e-5	4.6	1.4991152	0.36611423	6166
ENSG00000100353	1.45e-4	4.36e-5	4.6	1.4983912	0.7445687	8664
ENSG00000119723	1.45e-4	4.36e-5	-4.6	1.4977405	-1.03630471	51004
ENSG00000261150	1.46e-4	4.37e-5	-4.6	1.4956117	-3.12531893	83481
ENSG00000259974	1.46e-4	4.37e-5	4.6	1.4955328	0.0506395	140828
ENSG00000188112	1.46e-4	4.38e-5	-4.6	1.4933337	-1.44872252	647024
ENSG00000171928	1.46e-4	4.39e-5	-4.6	1.493118	-0.83877485	51030
ENSG00000007341	1.46e-4	4.39e-5	4.6	1.4913583	0.06060525	54879
ENSG00000123179	1.46e-4	4.39e-5	-4.6	1.4911648	-0.96379738	84650
ENSG00000128045	1.46e-4	4.4e-5	-4.6	1.4909692	-0.98389131	65997
ENSG00000228315	1.47e-4	4.4e-5	4.6	1.4888775	0.21582792	91316
ENSG00000165511	1.47e-4	4.41e-5	4.6	1.4882252	0.939548	220979
ENSG00000213373	1.47e-4	4.41e-5	4.6	1.486938	0.08356714	388387
ENSG00000134884	1.47e-4	4.42e-5	4.6	1.4861561	0.75323564	55082
ENSG00000125611	1.47e-4	4.42e-5	4.6	1.4858469	0.34910618	84269
ENSG00000125870	1.47e-4	4.42e-5	4.6	1.4857012	0.13952696	6629
ENSG00000197714	1.47e-4	4.42e-5	4.6	1.4848705	0.99907165	10794
ENSG00000159251	1.47e-4	4.42e-5	4.6	1.4847743	0.11082465	70
ENSG00000078618	1.48e-4	4.44e-5	-4.6	1.4802239	-1.07759478	4898
ENSG00000086159	1.48e-4	4.44e-5	4.6	1.4801087	0.24110239	363
ENSG00000214188	1.48e-4	4.44e-5	4.6	1.4800531	0.06717401	338069
ENSG00000100299	1.48e-4	4.46e-5	4.6	1.4772946	1.02195502	410
ENSG00000102760	1.48e-4	4.46e-5	4.6	1.4766991	0.05829838	28984
ENSG00000132698	1.48e-4	4.47e-5	-4.6	1.475326	-1.39143762	57111
ENSG00000135111	1.48e-4	4.47e-5	-4.6	1.4753168	-1.98075865	6926
ENSG00000151093	1.49e-4	4.48e-5	-4.6	1.4733655	-1.03884904	54995
ENSG00000118922	1.49e-4	4.48e-5	-4.6	1.4728457	-0.65038243	11278
ENSG00000178184	1.49e-4	4.5e-5	4.59	1.4688662	0.06098559	84552
ENSG00000141013	1.49e-4	4.5e-5	4.59	1.4679215	0.73616022	2622
ENSG00000197442	1.49e-4	4.5e-5	4.59	1.4679166	0.83906965	4217
ENSG00000102699	1.49e-4	4.5e-5	-4.59	1.4670099	-1.22388398	143
ENSG00000197006	1.5e-4	4.51e-5	-4.59	1.4652122	-0.93141726	51108
ENSG00000284548	1.5e-4	4.51e-5	-4.59	1.4652122	-0.93141726	51108
ENSG00000228853	1.5e-4	4.52e-5	4.59	1.463828	1.59620851	100852409
ENSG00000157456	1.5e-4	4.52e-5	-4.59	1.4633207	-1.98589179	9133
ENSG00000165819	1.5e-4	4.52e-5	-4.59	1.4629864	-0.70567227	56339
ENSG00000109618	1.5e-4	4.53e-5	-4.59	1.4625008	-0.97843267	51091
ENSG00000115137	1.5e-4	4.53e-5	-4.59	1.4605746	-1.09002652	51277
ENSG00000136546	1.51e-4	4.54e-5	4.59	1.4589394	0.07660249	6332
ENSG00000233101	1.51e-4	4.54e-5	4.59	1.458662	0.12707022	404266
ENSG00000137496	1.51e-4	4.55e-5	4.59	1.4575676	0.39627098	10068
ENSG00000126858	1.51e-4	4.55e-5	-4.59	1.4567446	-0.85407406	55288
ENSG00000105948	1.51e-4	4.56e-5	4.59	1.4552541	0.09139685	79989
ENSG00000104154	1.51e-4	4.57e-5	4.59	1.4530308	0.38810853	7782
ENSG00000079102	1.51e-4	4.57e-5	4.59	1.4529775	0.75805248	862
ENSG00000207233	1.52e-4	4.58e-5	4.59	1.4510867	0.05767856	677819
ENSG00000166743	1.52e-4	4.58e-5	4.59	1.4499752	0.13937168	116285
ENSG00000144677	1.52e-4	4.59e-5	4.59	1.4494136	0.93224287	10217
ENSG00000180525	1.52e-4	4.59e-5	4.59	1.448806	0.15292428	414235
ENSG00000235054	1.52e-4	4.59e-5	4.59	1.4486396	0.07706805	284661
ENSG00000117152	1.52e-4	4.6e-5	-4.59	1.4457492	-2.95536158	5999
ENSG00000154229	1.52e-4	4.61e-5	4.59	1.4447266	0.06501992	5578
ENSG00000105289	1.52e-4	4.61e-5	-4.59	1.4443257	-1.27508496	27134
ENSG00000080189	1.52e-4	4.61e-5	4.59	1.4441703	0.48538365	51006
ENSG00000136122	1.52e-4	4.61e-5	-4.59	1.4440374	-1.0051562	79866
ENSG00000149489	1.53e-4	4.62e-5	4.59	1.4432188	0.66243631	6094
ENSG00000249833	1.53e-4	4.62e-5	4.59	1.4429635	0.12945524	100506907
ENSG00000185201	1.53e-4	4.63e-5	-4.58	1.4408154	-0.91571343	10581
ENSG00000261439	1.53e-4	4.64e-5	4.58	1.4376962	0.09839178	26077
ENSG00000204704	1.53e-4	4.64e-5	4.58	1.4376285	0.0749502	26692
ENSG00000226463	1.53e-4	4.64e-5	4.58	1.4376285	0.0749502	26692
ENSG00000206525	1.53e-4	4.64e-5	4.58	1.4376285	0.0749502	26692
ENSG00000227639	1.53e-4	4.64e-5	4.58	1.4376285	0.0749502	26692
ENSG00000234101	1.53e-4	4.64e-5	4.58	1.4376285	0.0749502	26692
ENSG00000228652	1.53e-4	4.64e-5	4.58	1.4376285	0.0749502	26692
ENSG00000228977	1.53e-4	4.64e-5	4.58	1.4376285	0.0749502	26692
ENSG00000229328	1.53e-4	4.64e-5	4.58	1.4376285	0.0749502	26692
ENSG00000169410	1.54e-4	4.65e-5	-4.58	1.4366263	-0.57586016	5780
ENSG00000182586	1.54e-4	4.66e-5	4.58	1.4349646	0.08096978	114042
ENSG00000137331	1.54e-4	4.66e-5	-4.58	1.4340665	-1.65066173	8870
