geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0042063	gliogenesis	http://amigo.geneontology.org/amigo/term/GO:0042063	210	27	8.581997533908755	3.1461206896551723	1.1735312854810331e-7	9.068196296898892e-6	301;650;1840;1956;1959;2670;2840;3084;3400;4147;4781;4915;5354;5649;5803;6376;7732;10810;26227;28999;30812;90865;92737;118738;147495;163175;400746	ENSG00000005513;ENSG00000006210;ENSG00000092621;ENSG00000106278;ENSG00000122877;ENSG00000123560;ENSG00000125845;ENSG00000128482;ENSG00000131095;ENSG00000132561;ENSG00000132970;ENSG00000135046;ENSG00000135144;ENSG00000137033;ENSG00000144230;ENSG00000146648;ENSG00000147862;ENSG00000148053;ENSG00000153902;ENSG00000154856;ENSG00000157168;ENSG00000163884;ENSG00000172201;ENSG00000184454;ENSG00000187957;ENSG00000189056;ENSG00000265763
GO:0001525	angiogenesis	http://amigo.geneontology.org/amigo/term/GO:0001525	401	40	16.387528624273386	2.4408805572276204	1.4861395214449402e-7	1.0526821610234993e-5	133;301;306;347;358;688;857;1116;1215;1906;1960;2047;2152;2246;2247;2277;2296;3200;3202;3204;3953;4223;4240;4804;4881;5168;6376;6422;7048;9314;9982;10253;51129;51378;55576;64344;84870;140862;147372;168667	ENSG00000006210;ENSG00000054598;ENSG00000064300;ENSG00000078401;ENSG00000092009;ENSG00000101230;ENSG00000101280;ENSG00000102554;ENSG00000104332;ENSG00000105974;ENSG00000105997;ENSG00000106004;ENSG00000106511;ENSG00000113578;ENSG00000116678;ENSG00000117525;ENSG00000122592;ENSG00000124440;ENSG00000133048;ENSG00000135046;ENSG00000136011;ENSG00000136158;ENSG00000136826;ENSG00000136960;ENSG00000137440;ENSG00000138685;ENSG00000138772;ENSG00000140545;ENSG00000146374;ENSG00000148926;ENSG00000154928;ENSG00000163513;ENSG00000164619;ENSG00000165197;ENSG00000167772;ENSG00000169418;ENSG00000179388;ENSG00000183287;ENSG00000189058;ENSG00000240583
GO:0001655	urogenital system development	http://amigo.geneontology.org/amigo/term/GO:0001655	259	30	10.58446362515413	2.8343429636533086	2.4190966851911355e-7	1.581717063394204e-5	59;301;650;654;1028;1958;2246;2247;2296;2719;3400;4311;5268;5629;6422;7475;7481;7704;8626;8842;8854;9104;9510;28999;30812;56603;79192;130497;168002;168667	ENSG00000003137;ENSG00000005513;ENSG00000007062;ENSG00000054598;ENSG00000073282;ENSG00000085741;ENSG00000104332;ENSG00000107796;ENSG00000109906;ENSG00000113578;ENSG00000115596;ENSG00000117707;ENSG00000120738;ENSG00000125845;ENSG00000128918;ENSG00000129757;ENSG00000130988;ENSG00000135046;ENSG00000138685;ENSG00000143867;ENSG00000147257;ENSG00000153162;ENSG00000154734;ENSG00000163884;ENSG00000164488;ENSG00000164619;ENSG00000170549;ENSG00000172201;ENSG00000196549;ENSG00000206075
GO:0032409	regulation of transporter activity	http://amigo.geneontology.org/amigo/term/GO:0032409	181	24	7.3968645411308795	3.244618022480472	3.360349655201489e-7	1.9041981379475104e-5	154;306;486;857;1756;1813;3753;3787;5348;5621;5649;6327;6330;6769;9001;9104;22871;23237;54997;55800;130497;342667;102723475;104909134	ENSG00000088992;ENSG00000105974;ENSG00000120088;ENSG00000124134;ENSG00000130988;ENSG00000137731;ENSG00000138772;ENSG00000141750;ENSG00000143867;ENSG00000144681;ENSG00000149295;ENSG00000149575;ENSG00000166257;ENSG00000169252;ENSG00000169760;ENSG00000171867;ENSG00000173805;ENSG00000177098;ENSG00000180509;ENSG00000180509;ENSG00000189056;ENSG00000198576;ENSG00000198947;ENSG00000266964
GO:0043270	positive regulation of ion transport	http://amigo.geneontology.org/amigo/term/GO:0043270	181	24	7.3968645411308795	3.244618022480472	3.360349655201489e-7	1.9041981379475104e-5	117;154;857;1128;1756;1813;1906;1908;3753;3759;3779;5348;5649;6330;6331;6376;6769;9001;9104;10991;23237;54997;55800;342667	ENSG00000006210;ENSG00000078401;ENSG00000078549;ENSG00000088992;ENSG00000105974;ENSG00000123700;ENSG00000124205;ENSG00000130988;ENSG00000141750;ENSG00000144681;ENSG00000145936;ENSG00000149295;ENSG00000166257;ENSG00000168539;ENSG00000169252;ENSG00000173805;ENSG00000177098;ENSG00000180509;ENSG00000183873;ENSG00000188338;ENSG00000189056;ENSG00000198576;ENSG00000198947;ENSG00000266964
GO:0003013	circulatory system process	http://amigo.geneontology.org/amigo/term/GO:0003013	325	34	13.281662850096883	2.559920424403183	4.393284778192452e-7	2.3339325384147402e-5	59;133;151;154;554;857;1215;1268;1511;1756;1813;1827;1906;1908;1910;1956;2296;3753;3759;3777;3779;4223;4311;4881;5021;5138;5348;6263;6327;6330;6331;55800;83988;102723475	ENSG00000054598;ENSG00000078401;ENSG00000092009;ENSG00000100448;ENSG00000104490;ENSG00000105974;ENSG00000106511;ENSG00000107796;ENSG00000118432;ENSG00000123700;ENSG00000124205;ENSG00000126895;ENSG00000136160;ENSG00000145936;ENSG00000146648;ENSG00000148926;ENSG00000149295;ENSG00000149575;ENSG00000159200;ENSG00000166257;ENSG00000169252;ENSG00000169418;ENSG00000171303;ENSG00000177098;ENSG00000180509;ENSG00000180509;ENSG00000180914;ENSG00000183873;ENSG00000186642;ENSG00000196549;ENSG00000198838;ENSG00000198947;ENSG00000266964;ENSG00000274286
GO:0001101	response to acid chemical	http://amigo.geneontology.org/amigo/term/GO:0001101	257	29	10.502730315307382	2.761186770428015	6.687339662025948e-7	3.343669831012974e-5	358;654;948;1906;1956;1958;2348;3199;3779;4915;5734;5737;6366;6422;7049;7475;7481;8322;8644;8854;9314;53335;54997;55022;56603;58528;130497;158376;441509	ENSG00000003137;ENSG00000025039;ENSG00000069702;ENSG00000078401;ENSG00000085741;ENSG00000088992;ENSG00000104332;ENSG00000105996;ENSG00000110195;ENSG00000115596;ENSG00000119866;ENSG00000120738;ENSG00000122420;ENSG00000128918;ENSG00000135218;ENSG00000136826;ENSG00000137077;ENSG00000143867;ENSG00000145936;ENSG00000146648;ENSG00000148053;ENSG00000153162;ENSG00000153823;ENSG00000171522;ENSG00000174804;ENSG00000188828;ENSG00000196139;ENSG00000235387;ENSG00000240583
GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	http://amigo.geneontology.org/amigo/term/GO:0098742	202	25	8.255064294521755	3.0284440081939223	7.198174117872824e-7	3.399137777884389e-5	306;650;1010;1823;1825;1828;1830;2196;5010;6376;6403;7048;7122;9314;9378;10178;22871;23284;27328;28513;54510;57451;57863;64221;149461	ENSG00000006210;ENSG00000009694;ENSG00000013297;ENSG00000071991;ENSG00000086570;ENSG00000102290;ENSG00000125845;ENSG00000134757;ENSG00000134760;ENSG00000134762;ENSG00000134765;ENSG00000136826;ENSG00000138772;ENSG00000145934;ENSG00000150471;ENSG00000154134;ENSG00000154162;ENSG00000162706;ENSG00000163513;ENSG00000164007;ENSG00000169760;ENSG00000174175;ENSG00000179915;ENSG00000184113;ENSG00000189184
GO:1901342	regulation of vasculature development	http://amigo.geneontology.org/amigo/term/GO:1901342	251	28	10.257530385767131	2.7297018821266654	1.316154021324678e-6	5.888057463820928e-5	133;301;306;358;1116;1215;1958;2152;2246;2247;2277;2296;3202;3815;4223;4804;4881;5168;6376;6422;7048;9314;9982;10253;51129;51378;140862;168667	ENSG00000006210;ENSG00000054598;ENSG00000064300;ENSG00000092009;ENSG00000101230;ENSG00000101280;ENSG00000104332;ENSG00000106004;ENSG00000106511;ENSG00000113578;ENSG00000117525;ENSG00000120738;ENSG00000133048;ENSG00000135046;ENSG00000136158;ENSG00000136826;ENSG00000136960;ENSG00000137440;ENSG00000138685;ENSG00000138772;ENSG00000148926;ENSG00000157404;ENSG00000163513;ENSG00000164619;ENSG00000165197;ENSG00000167772;ENSG00000169418;ENSG00000240583
GO:0010959	regulation of metal ion transport	http://amigo.geneontology.org/amigo/term/GO:0010959	267	29	10.911396864541132	2.6577715355805243	1.4738322939855664e-6	6.263787249438657e-5	117;154;486;857;1756;1804;1813;1908;3200;3753;3759;3779;3787;5187;5348;5621;6327;6330;6331;6376;6769;9001;9104;54997;55800;130497;342667;102723475;104909134	ENSG00000006210;ENSG00000078549;ENSG00000088992;ENSG00000105974;ENSG00000105997;ENSG00000120088;ENSG00000123700;ENSG00000124134;ENSG00000124205;ENSG00000130226;ENSG00000130988;ENSG00000137731;ENSG00000141750;ENSG00000143867;ENSG00000144681;ENSG00000145936;ENSG00000149295;ENSG00000149575;ENSG00000166257;ENSG00000169252;ENSG00000171867;ENSG00000173805;ENSG00000177098;ENSG00000179094;ENSG00000180509;ENSG00000180509;ENSG00000183873;ENSG00000198947;ENSG00000266964
GO:0006814	sodium ion transport	http://amigo.geneontology.org/amigo/term/GO:0006814	157	21	6.4160648229698785	3.2730342631232157	1.5865056004482625e-6	6.421570287528682e-5	154;486;1756;1813;5187;5348;6326;6327;6328;6330;6331;6523;9058;10568;10991;54997;55117;55800;57030;64078;130497	ENSG00000007216;ENSG00000072041;ENSG00000088992;ENSG00000100170;ENSG00000104888;ENSG00000136531;ENSG00000137731;ENSG00000143867;ENSG00000149295;ENSG00000149575;ENSG00000153253;ENSG00000157765;ENSG00000166257;ENSG00000169252;ENSG00000177098;ENSG00000179094;ENSG00000183873;ENSG00000188338;ENSG00000197506;ENSG00000198947;ENSG00000266964
GO:0001667	ameboidal-type cell migration	http://amigo.geneontology.org/amigo/term/GO:0001667	331	33	13.526862779637133	2.439590061464736	1.9222611875591156e-6	7.426918224660219e-5	301;306;1906;1908;1910;1960;2196;2246;2247;2348;2719;3815;3868;4223;4233;4921;5063;5168;5629;7048;7145;7481;9314;9982;30812;51378;55612;55897;56920;84913;168667;223117;286204	ENSG00000005513;ENSG00000010319;ENSG00000077264;ENSG00000078401;ENSG00000079308;ENSG00000085741;ENSG00000086570;ENSG00000101280;ENSG00000101311;ENSG00000105976;ENSG00000106511;ENSG00000110195;ENSG00000113578;ENSG00000117707;ENSG00000124205;ENSG00000135046;ENSG00000136160;ENSG00000136826;ENSG00000136960;ENSG00000137440;ENSG00000138685;ENSG00000138772;ENSG00000147257;ENSG00000148204;ENSG00000153993;ENSG00000157404;ENSG00000162733;ENSG00000163513;ENSG00000164619;ENSG00000166823;ENSG00000168874;ENSG00000179388;ENSG00000186832
GO:0007517	muscle organ development	http://amigo.geneontology.org/amigo/term/GO:0007517	261	28	10.666196935000881	2.625115603117981	2.8583721294328512e-6	1.0563549173990972e-4	467;650;688;857;858;1073;1271;1756;1906;1958;1959;1960;2047;2247;2296;2353;3084;3131;4223;5629;6939;7048;7049;22808;30812;56603;60529;92737	ENSG00000003137;ENSG00000005513;ENSG00000052850;ENSG00000054598;ENSG00000069702;ENSG00000078401;ENSG00000102554;ENSG00000105971;ENSG00000105974;ENSG00000106511;ENSG00000108924;ENSG00000117707;ENSG00000120738;ENSG00000122756;ENSG00000122877;ENSG00000125845;ENSG00000125878;ENSG00000138685;ENSG00000154928;ENSG00000157168;ENSG00000158186;ENSG00000162772;ENSG00000163513;ENSG00000165410;ENSG00000170345;ENSG00000179388;ENSG00000187957;ENSG00000198947
GO:0001503	ossification	http://amigo.geneontology.org/amigo/term/GO:0001503	296	30	12.096529857319007	2.480050093196645	4.07387553336136e-6	1.4428309180654814e-4	154;650;653;654;1956;1959;2296;2662;2719;2824;3199;3200;3400;4921;5734;5745;6422;7123;7481;7704;8200;8326;8626;9365;30812;50506;64093;117581;130497;285313	ENSG00000005513;ENSG00000046653;ENSG00000054598;ENSG00000073282;ENSG00000085741;ENSG00000104332;ENSG00000105996;ENSG00000105997;ENSG00000109906;ENSG00000112175;ENSG00000122877;ENSG00000125845;ENSG00000125965;ENSG00000133116;ENSG00000140279;ENSG00000143867;ENSG00000146648;ENSG00000147257;ENSG00000152580;ENSG00000153162;ENSG00000160801;ENSG00000162733;ENSG00000163815;ENSG00000169252;ENSG00000171522;ENSG00000172201;ENSG00000188763;ENSG00000198732;ENSG00000233608;ENSG00000266524
GO:0060485	mesenchyme development	http://amigo.geneontology.org/amigo/term/GO:0060485	213	24	8.704597498678881	2.7571636716852836	6.357675745416458e-6	2.0802322580401814e-4	59;72;650;653;1906;1908;1910;2296;2348;3084;3202;4222;6422;6939;7048;7049;7481;8854;30812;55897;56920;130497;223117;286204	ENSG00000005102;ENSG00000005513;ENSG00000010319;ENSG00000054598;ENSG00000069702;ENSG00000078401;ENSG00000085741;ENSG00000104332;ENSG00000106004;ENSG00000107796;ENSG00000110195;ENSG00000112175;ENSG00000124205;ENSG00000125845;ENSG00000125878;ENSG00000128918;ENSG00000136160;ENSG00000143867;ENSG00000148204;ENSG00000153993;ENSG00000157168;ENSG00000163017;ENSG00000163513;ENSG00000166823
GO:0003012	muscle system process	http://amigo.geneontology.org/amigo/term/GO:0003012	272	28	11.115730139158007	2.518952839756592	6.363063377534672e-6	2.0802322580401814e-4	59;72;151;154;857;1264;1756;1813;1906;1908;1910;3753;3759;3815;5021;5348;6327;6330;6331;6769;6869;9314;10580;23336;25802;28999;55800;102723475	ENSG00000078401;ENSG00000095637;ENSG00000105974;ENSG00000107796;ENSG00000115353;ENSG00000123700;ENSG00000124205;ENSG00000130176;ENSG00000136160;ENSG00000136826;ENSG00000144681;ENSG00000149295;ENSG00000149575;ENSG00000157404;ENSG00000163017;ENSG00000163431;ENSG00000163884;ENSG00000166257;ENSG00000169252;ENSG00000177098;ENSG00000180509;ENSG00000180509;ENSG00000180914;ENSG00000182253;ENSG00000183873;ENSG00000198947;ENSG00000266964;ENSG00000274286
GO:0099177	regulation of trans-synaptic signaling	http://amigo.geneontology.org/amigo/term/GO:0099177	306	30	12.505196406552757	2.399002704530088	7.941703526137545e-6	2.4844213783300643e-4	154;1268;1813;1906;1956;1959;2047;2670;2904;3745;3815;4908;4909;4915;5021;5621;5649;6376;6623;9001;9378;9590;11170;22871;23237;23349;26045;27065;266743;347733	ENSG00000006210;ENSG00000078401;ENSG00000118432;ENSG00000122733;ENSG00000122877;ENSG00000131016;ENSG00000131095;ENSG00000137285;ENSG00000146006;ENSG00000146648;ENSG00000148053;ENSG00000149295;ENSG00000154928;ENSG00000157404;ENSG00000158445;ENSG00000168309;ENSG00000168824;ENSG00000169252;ENSG00000169760;ENSG00000171867;ENSG00000173267;ENSG00000173805;ENSG00000174576;ENSG00000179915;ENSG00000180914;ENSG00000185652;ENSG00000189056;ENSG00000198576;ENSG00000225950;ENSG00000273079
GO:0051932	synaptic transmission, GABAergic	http://amigo.geneontology.org/amigo/term/GO:0051932	27	8	1.1033996829311257	7.250319284802043	8.18397630508727e-6	2.4844213783300643e-4	1268;1813;2564;5021;9001;22871;23349;266743	ENSG00000102287;ENSG00000118432;ENSG00000122733;ENSG00000149295;ENSG00000169760;ENSG00000173805;ENSG00000174576;ENSG00000180914
GO:0061448	connective tissue development	http://amigo.geneontology.org/amigo/term/GO:0061448	204	23	8.336797604368504	2.7588531102096012	9.805211307001294e-6	2.8739412451555515e-4	59;650;653;654;1116;1906;1958;2202;2247;3200;3202;3400;4147;4781;5212;5745;7048;7481;7704;8200;30812;57561;130497	ENSG00000005513;ENSG00000078401;ENSG00000085741;ENSG00000105997;ENSG00000106004;ENSG00000107796;ENSG00000109906;ENSG00000112175;ENSG00000113369;ENSG00000115380;ENSG00000120738;ENSG00000125845;ENSG00000125965;ENSG00000132561;ENSG00000133048;ENSG00000138685;ENSG00000143867;ENSG00000147862;ENSG00000153162;ENSG00000160801;ENSG00000163513;ENSG00000172201;ENSG00000205221
GO:0034764	positive regulation of transmembrane transport	http://amigo.geneontology.org/amigo/term/GO:0034764	137	18	5.598731724502378	3.215013843443242	1.1347877719058985e-5	3.2152320204000456e-4	154;1756;1908;2719;3753;3759;3779;5348;5649;6376;6769;9001;9104;10580;23237;28999;54997;342667	ENSG00000006210;ENSG00000088992;ENSG00000095637;ENSG00000123700;ENSG00000124205;ENSG00000130988;ENSG00000141750;ENSG00000144681;ENSG00000145936;ENSG00000147257;ENSG00000163884;ENSG00000169252;ENSG00000173805;ENSG00000180509;ENSG00000189056;ENSG00000198576;ENSG00000198947;ENSG00000266964
GO:2000147	positive regulation of cell motility	http://amigo.geneontology.org/amigo/term/GO:2000147	428	37	17.49092830720451	2.11538229133097	1.3040029846589363e-5	3.5754920547099864e-4	301;306;650;857;1672;1906;1908;1956;2152;2159;2246;2247;2277;3815;4233;4908;4921;5063;5168;5629;5649;6366;6403;6869;7048;7481;9510;9982;10253;11170;50506;51378;56920;59352;84913;117581;223117	ENSG00000010319;ENSG00000077264;ENSG00000078401;ENSG00000085741;ENSG00000101280;ENSG00000105974;ENSG00000105976;ENSG00000113578;ENSG00000115353;ENSG00000117525;ENSG00000117707;ENSG00000124205;ENSG00000125845;ENSG00000126218;ENSG00000133067;ENSG00000135046;ENSG00000136158;ENSG00000136960;ENSG00000137077;ENSG00000137440;ENSG00000138685;ENSG00000138772;ENSG00000140279;ENSG00000146648;ENSG00000153993;ENSG00000154734;ENSG00000157404;ENSG00000162733;ENSG00000163513;ENSG00000164825;ENSG00000165197;ENSG00000168309;ENSG00000168874;ENSG00000174175;ENSG00000185652;ENSG00000189056;ENSG00000233608
GO:0060537	muscle tissue development	http://amigo.geneontology.org/amigo/term/GO:0060537	255	26	10.420997005460631	2.4949628127112913	1.6156703116609883e-5	4.2916242653495e-4	467;650;653;688;857;858;1073;1906;1958;1959;2047;2247;2296;2353;3084;3131;4223;5629;7048;7049;8854;30812;55897;56603;92737;130497	ENSG00000003137;ENSG00000005513;ENSG00000054598;ENSG00000069702;ENSG00000078401;ENSG00000102554;ENSG00000105971;ENSG00000105974;ENSG00000106511;ENSG00000108924;ENSG00000112175;ENSG00000117707;ENSG00000120738;ENSG00000122877;ENSG00000125845;ENSG00000128918;ENSG00000138685;ENSG00000143867;ENSG00000154928;ENSG00000157168;ENSG00000162772;ENSG00000163513;ENSG00000165410;ENSG00000166823;ENSG00000170345;ENSG00000187957
