userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000105707	HPN	hepsin	3249	https://www.ncbi.nlm.nih.gov/gene/?term=3249
ENSG00000106537	TSPAN13	tetraspanin 13	27075	https://www.ncbi.nlm.nih.gov/gene/?term=27075
ENSG00000107485	GATA3	GATA binding protein 3	2625	https://www.ncbi.nlm.nih.gov/gene/?term=2625
ENSG00000108176	DNAJC12	DnaJ heat shock protein family (Hsp40) member C12	56521	https://www.ncbi.nlm.nih.gov/gene/?term=56521
ENSG00000108821	COL1A1	collagen type I alpha 1 chain	1277	https://www.ncbi.nlm.nih.gov/gene/?term=1277
ENSG00000109436	TBC1D9	TBC1 domain family member 9	23158	https://www.ncbi.nlm.nih.gov/gene/?term=23158
ENSG00000109586	GALNT7	polypeptide N-acetylgalactosaminyltransferase 7	51809	https://www.ncbi.nlm.nih.gov/gene/?term=51809
ENSG00000109674	NEIL3	nei like DNA glycosylase 3	55247	https://www.ncbi.nlm.nih.gov/gene/?term=55247
ENSG00000111057	KRT18	keratin 18	3875	https://www.ncbi.nlm.nih.gov/gene/?term=3875
ENSG00000113494	PRLR	prolactin receptor	5618	https://www.ncbi.nlm.nih.gov/gene/?term=5618
ENSG00000115414	FN1	fibronectin 1	2335	https://www.ncbi.nlm.nih.gov/gene/?term=2335
ENSG00000115648	MLPH	melanophilin	79083	https://www.ncbi.nlm.nih.gov/gene/?term=79083
ENSG00000115718	PROC	protein C, inactivator of coagulation factors Va and VIIIa	5624	https://www.ncbi.nlm.nih.gov/gene/?term=5624
ENSG00000116191	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2	55103	https://www.ncbi.nlm.nih.gov/gene/?term=55103
ENSG00000117407	ARTN	artemin	9048	https://www.ncbi.nlm.nih.gov/gene/?term=9048
ENSG00000117472	TSPAN1	tetraspanin 1	10103	https://www.ncbi.nlm.nih.gov/gene/?term=10103
ENSG00000117650	NEK2	NIMA related kinase 2	4751	https://www.ncbi.nlm.nih.gov/gene/?term=4751
ENSG00000117724	CENPF	centromere protein F	1063	https://www.ncbi.nlm.nih.gov/gene/?term=1063
ENSG00000118513	MYB	MYB proto-oncogene, transcription factor	4602	https://www.ncbi.nlm.nih.gov/gene/?term=4602
ENSG00000122641	INHBA	inhibin subunit beta A	3624	https://www.ncbi.nlm.nih.gov/gene/?term=3624
ENSG00000123485	HJURP	Holliday junction recognition protein	55355	https://www.ncbi.nlm.nih.gov/gene/?term=55355
ENSG00000123975	CKS2	CDC28 protein kinase regulatory subunit 2	1164	https://www.ncbi.nlm.nih.gov/gene/?term=1164
ENSG00000124243	BCAS4	breast carcinoma amplified sequence 4	55653	https://www.ncbi.nlm.nih.gov/gene/?term=55653
ENSG00000124249	KCNK15	potassium two pore domain channel subfamily K member 15	60598	https://www.ncbi.nlm.nih.gov/gene/?term=60598
ENSG00000124507	PACSIN1	protein kinase C and casein kinase substrate in neurons 1	29993	https://www.ncbi.nlm.nih.gov/gene/?term=29993
ENSG00000124664	SPDEF	SAM pointed domain containing ETS transcription factor	25803	https://www.ncbi.nlm.nih.gov/gene/?term=25803
ENSG00000125508	SRMS	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites	6725	https://www.ncbi.nlm.nih.gov/gene/?term=6725
ENSG00000125850	OVOL2	ovo like zinc finger 2	58495	https://www.ncbi.nlm.nih.gov/gene/?term=58495
ENSG00000126787	DLGAP5	DLG associated protein 5	9787	https://www.ncbi.nlm.nih.gov/gene/?term=9787
ENSG00000127084	FGD3	FYVE, RhoGEF and PH domain containing 3	89846	https://www.ncbi.nlm.nih.gov/gene/?term=89846
ENSG00000127564	PKMYT1	protein kinase, membrane associated tyrosine/threonine 1	9088	https://www.ncbi.nlm.nih.gov/gene/?term=9088
ENSG00000129354	AP1M2	adaptor related protein complex 1 subunit mu 2	10053	https://www.ncbi.nlm.nih.gov/gene/?term=10053
ENSG00000129514	FOXA1	forkhead box A1	3169	https://www.ncbi.nlm.nih.gov/gene/?term=3169
ENSG00000130635	COL5A1	collagen type V alpha 1 chain	1289	https://www.ncbi.nlm.nih.gov/gene/?term=1289
ENSG00000132031	MATN3	matrilin 3	4148	https://www.ncbi.nlm.nih.gov/gene/?term=4148
ENSG00000132749	TESMIN	testis expressed metallothionein like protein	9633	https://www.ncbi.nlm.nih.gov/gene/?term=9633
ENSG00000133466	C1QTNF6	C1q and TNF related 6	114904	https://www.ncbi.nlm.nih.gov/gene/?term=114904
ENSG00000134215	VAV3	vav guanine nucleotide exchange factor 3	10451	https://www.ncbi.nlm.nih.gov/gene/?term=10451
ENSG00000135094	SDS	serine dehydratase	10993	https://www.ncbi.nlm.nih.gov/gene/?term=10993
ENSG00000135127	BICDL1	BICD family like cargo adaptor 1	92558	https://www.ncbi.nlm.nih.gov/gene/?term=92558
ENSG00000135549	PKIB	cAMP-dependent protein kinase inhibitor beta	5570	https://www.ncbi.nlm.nih.gov/gene/?term=5570
ENSG00000135773	CAPN9	calpain 9	10753	https://www.ncbi.nlm.nih.gov/gene/?term=10753
ENSG00000136770	DNAJC1	DnaJ heat shock protein family (Hsp40) member C1	64215	https://www.ncbi.nlm.nih.gov/gene/?term=64215
ENSG00000137804	NUSAP1	nucleolar and spindle associated protein 1	51203	https://www.ncbi.nlm.nih.gov/gene/?term=51203
ENSG00000138316	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	140766	https://www.ncbi.nlm.nih.gov/gene/?term=140766
ENSG00000138795	LEF1	lymphoid enhancer binding factor 1	51176	https://www.ncbi.nlm.nih.gov/gene/?term=51176
ENSG00000138829	FBN2	fibrillin 2	2201	https://www.ncbi.nlm.nih.gov/gene/?term=2201
ENSG00000139865	TTC6	tetratricopeptide repeat domain 6	319089	https://www.ncbi.nlm.nih.gov/gene/?term=319089
ENSG00000141293	SKAP1	src kinase associated phosphoprotein 1	8631	https://www.ncbi.nlm.nih.gov/gene/?term=8631
ENSG00000142273	CBLC	Cbl proto-oncogene C	23624	https://www.ncbi.nlm.nih.gov/gene/?term=23624
ENSG00000143228	NUF2	NDC80 kinetochore complex component NUF2	83540	https://www.ncbi.nlm.nih.gov/gene/?term=83540
ENSG00000143473	KCNH1	potassium voltage-gated channel subfamily H member 1	3756	https://www.ncbi.nlm.nih.gov/gene/?term=3756
ENSG00000143476	DTL	denticleless E3 ubiquitin protein ligase homolog	51514	https://www.ncbi.nlm.nih.gov/gene/?term=51514
ENSG00000145103	ILDR1	immunoglobulin like domain containing receptor 1	286676	https://www.ncbi.nlm.nih.gov/gene/?term=286676
ENSG00000145681	HAPLN1	hyaluronan and proteoglycan link protein 1	1404	https://www.ncbi.nlm.nih.gov/gene/?term=1404
ENSG00000148773	MKI67	marker of proliferation Ki-67	4288	https://www.ncbi.nlm.nih.gov/gene/?term=4288
ENSG00000150556	LYPD6B	LY6/PLAUR domain containing 6B	130576	https://www.ncbi.nlm.nih.gov/gene/?term=130576
ENSG00000152253	SPC25	SPC25, NDC80 kinetochore complex component	57405	https://www.ncbi.nlm.nih.gov/gene/?term=57405
ENSG00000153132	CLGN	calmegin	1047	https://www.ncbi.nlm.nih.gov/gene/?term=1047
ENSG00000156970	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B	701	https://www.ncbi.nlm.nih.gov/gene/?term=701
ENSG00000157303	SUSD3	sushi domain containing 3	203328	https://www.ncbi.nlm.nih.gov/gene/?term=203328
ENSG00000157388	CACNA1D	calcium voltage-gated channel subunit alpha1 D	776	https://www.ncbi.nlm.nih.gov/gene/?term=776
ENSG00000158402	CDC25C	cell division cycle 25C	995	https://www.ncbi.nlm.nih.gov/gene/?term=995
ENSG00000160161	CILP2	cartilage intermediate layer protein 2	148113	https://www.ncbi.nlm.nih.gov/gene/?term=148113
ENSG00000160188	RSPH1	radial spoke head component 1	89765	https://www.ncbi.nlm.nih.gov/gene/?term=89765
ENSG00000162004	CCDC78	coiled-coil domain containing 78	124093	https://www.ncbi.nlm.nih.gov/gene/?term=124093
ENSG00000162078	ZG16B	zymogen granule protein 16B	124220	https://www.ncbi.nlm.nih.gov/gene/?term=124220
ENSG00000162482	AKR7A3	aldo-keto reductase family 7 member A3	22977	https://www.ncbi.nlm.nih.gov/gene/?term=22977
ENSG00000162814	SPATA17	spermatogenesis associated 17	128153	https://www.ncbi.nlm.nih.gov/gene/?term=128153
ENSG00000162849	KIF26B	kinesin family member 26B	55083	https://www.ncbi.nlm.nih.gov/gene/?term=55083
ENSG00000162949	CAPN13	calpain 13	92291	https://www.ncbi.nlm.nih.gov/gene/?term=92291
ENSG00000164283	ESM1	endothelial cell specific molecule 1	11082	https://www.ncbi.nlm.nih.gov/gene/?term=11082
ENSG00000164919	COX6C	cytochrome c oxidase subunit 6C	1345	https://www.ncbi.nlm.nih.gov/gene/?term=1345
ENSG00000164932	CTHRC1	collagen triple helix repeat containing 1	115908	https://www.ncbi.nlm.nih.gov/gene/?term=115908
ENSG00000165105	RASEF	RAS and EF-hand domain containing	158158	https://www.ncbi.nlm.nih.gov/gene/?term=158158
ENSG00000165474	GJB2	gap junction protein beta 2	2706	https://www.ncbi.nlm.nih.gov/gene/?term=2706
ENSG00000165548	TMEM63C	transmembrane protein 63C	57156	https://www.ncbi.nlm.nih.gov/gene/?term=57156
ENSG00000165591	FAAH2	fatty acid amide hydrolase 2	158584	https://www.ncbi.nlm.nih.gov/gene/?term=158584
ENSG00000165731	RET	ret proto-oncogene	5979	https://www.ncbi.nlm.nih.gov/gene/?term=5979
ENSG00000166803	PCLAF	PCNA clamp associated factor	9768	https://www.ncbi.nlm.nih.gov/gene/?term=9768
ENSG00000167646	DNAAF3	dynein axonemal assembly factor 3	352909	https://www.ncbi.nlm.nih.gov/gene/?term=352909
ENSG00000167964	RAB26	RAB26, member RAS oncogene family	25837	https://www.ncbi.nlm.nih.gov/gene/?term=25837
ENSG00000168078	PBK	PDZ binding kinase	55872	https://www.ncbi.nlm.nih.gov/gene/?term=55872
ENSG00000168350	DEGS2	delta 4-desaturase, sphingolipid 2	123099	https://www.ncbi.nlm.nih.gov/gene/?term=123099
ENSG00000168743	NPNT	nephronectin	255743	https://www.ncbi.nlm.nih.gov/gene/?term=255743
ENSG00000169607	CKAP2L	cytoskeleton associated protein 2 like	150468	https://www.ncbi.nlm.nih.gov/gene/?term=150468
ENSG00000170312	CDK1	cyclin dependent kinase 1	983	https://www.ncbi.nlm.nih.gov/gene/?term=983
ENSG00000170421	KRT8	keratin 8	3856	https://www.ncbi.nlm.nih.gov/gene/?term=3856
ENSG00000170743	SYT9	synaptotagmin 9	143425	https://www.ncbi.nlm.nih.gov/gene/?term=143425
ENSG00000170959	DCDC1	doublecortin domain containing 1	341019	https://www.ncbi.nlm.nih.gov/gene/?term=341019
ENSG00000171345	KRT19	keratin 19	3880	https://www.ncbi.nlm.nih.gov/gene/?term=3880
ENSG00000172061	LRRC15	leucine rich repeat containing 15	131578	https://www.ncbi.nlm.nih.gov/gene/?term=131578
ENSG00000172379	ARNT2	aryl hydrocarbon receptor nuclear translocator 2	9915	https://www.ncbi.nlm.nih.gov/gene/?term=9915
ENSG00000173391	OLR1	oxidized low density lipoprotein receptor 1	4973	https://www.ncbi.nlm.nih.gov/gene/?term=4973
ENSG00000175063	UBE2C	ubiquitin conjugating enzyme E2 C	11065	https://www.ncbi.nlm.nih.gov/gene/?term=11065
ENSG00000176092	CRYBG2	crystallin beta-gamma domain containing 2	55057	https://www.ncbi.nlm.nih.gov/gene/?term=55057
ENSG00000176532	PRR15	proline rich 15	222171	https://www.ncbi.nlm.nih.gov/gene/?term=222171
ENSG00000179603	GRM8	glutamate metabotropic receptor 8	2918	https://www.ncbi.nlm.nih.gov/gene/?term=2918
ENSG00000180777	ANKRD30B	ankyrin repeat domain 30B	374860	https://www.ncbi.nlm.nih.gov/gene/?term=374860
ENSG00000183248	PRR36	proline rich 36	80164	https://www.ncbi.nlm.nih.gov/gene/?term=80164
ENSG00000183317	EPHA10	EPH receptor A10	284656	https://www.ncbi.nlm.nih.gov/gene/?term=284656
ENSG00000183682	BMP8A	bone morphogenetic protein 8a	353500	https://www.ncbi.nlm.nih.gov/gene/?term=353500
ENSG00000183856	IQGAP3	IQ motif containing GTPase activating protein 3	128239	https://www.ncbi.nlm.nih.gov/gene/?term=128239
ENSG00000183888	SRARP	steroid receptor associated and regulated protein	149563	https://www.ncbi.nlm.nih.gov/gene/?term=149563
ENSG00000184613	NELL2	neural EGFL like 2	4753	https://www.ncbi.nlm.nih.gov/gene/?term=4753
ENSG00000185420	SMYD3	SET and MYND domain containing 3	64754	https://www.ncbi.nlm.nih.gov/gene/?term=64754
ENSG00000185499	MUC1	mucin 1, cell surface associated	4582	https://www.ncbi.nlm.nih.gov/gene/?term=4582
ENSG00000186185	KIF18B	kinesin family member 18B	146909	https://www.ncbi.nlm.nih.gov/gene/?term=146909
ENSG00000187730	GABRD	gamma-aminobutyric acid type A receptor delta subunit	2563	https://www.ncbi.nlm.nih.gov/gene/?term=2563
ENSG00000188322	SBK1	SH3 domain binding kinase 1	388228	https://www.ncbi.nlm.nih.gov/gene/?term=388228
ENSG00000188833	ENTPD8	ectonucleoside triphosphate diphosphohydrolase 8	377841	https://www.ncbi.nlm.nih.gov/gene/?term=377841
ENSG00000189334	S100A14	S100 calcium binding protein A14	57402	https://www.ncbi.nlm.nih.gov/gene/?term=57402
ENSG00000196684	HSH2D	hematopoietic SH2 domain containing	84941	https://www.ncbi.nlm.nih.gov/gene/?term=84941
ENSG00000203499	FAM83H-AS1	FAM83H antisense RNA 1 (head to head)	100128338	https://www.ncbi.nlm.nih.gov/gene/?term=100128338
ENSG00000204262	COL5A2	collagen type V alpha 2 chain	1290	https://www.ncbi.nlm.nih.gov/gene/?term=1290
ENSG00000204385	SLC44A4	solute carrier family 44 member 4	80736	https://www.ncbi.nlm.nih.gov/gene/?term=80736
ENSG00000213085	CFAP45	cilia and flagella associated protein 45	25790	https://www.ncbi.nlm.nih.gov/gene/?term=25790
ENSG00000214530	STARD10	StAR related lipid transfer domain containing 10	10809	https://www.ncbi.nlm.nih.gov/gene/?term=10809
ENSG00000230873	STMND1	stathmin domain containing 1	401236	https://www.ncbi.nlm.nih.gov/gene/?term=401236
ENSG00000243649	CFB	complement factor B	629	https://www.ncbi.nlm.nih.gov/gene/?term=629
ENSG00000258227	CLEC5A	C-type lectin domain containing 5A	23601	https://www.ncbi.nlm.nih.gov/gene/?term=23601
ENSG00000267795	SMIM22	small integral membrane protein 22	440335	https://www.ncbi.nlm.nih.gov/gene/?term=440335
ENSG00000275713	HIST1H2BH	histone cluster 1 H2B family member h	8345	https://www.ncbi.nlm.nih.gov/gene/?term=8345
ENSG00000276043	UHRF1	ubiquitin like with PHD and ring finger domains 1	29128	https://www.ncbi.nlm.nih.gov/gene/?term=29128
